id,carat,cut,color,clarity,depth,table,x,y,z
7918,1.21,Premium,G,VS2,61.5,58.0,6.84,6.81,4.2
7919,0.42,Premium,H,SI1,60.9,58.0,4.84,4.85,2.95
7920,0.5,Ideal,D,VS1,61.1,56.0,5.12,5.23,3.16
7921,2.14,Good,H,SI1,57.5,60.0,8.57,8.48,4.9
7922,1.5,Premium,F,VS2,60.3,58.0,7.47,7.39,4.48
7923,0.52,Ideal,D,SI1,62.4,56.0,5.17,5.12,3.21
7924,0.79,Ideal,D,SI1,61.3,54.0,6.01,5.96,3.67
7925,1.03,Premium,E,VVS2,59.7,56.0,6.64,6.56,3.94
7926,1.01,Very Good,D,SI1,62.1,59.0,6.37,6.41,3.97
7927,0.31,Ideal,D,VS2,62.1,54.0,4.35,4.41,2.72
7928,1.24,Very Good,E,SI1,61.7,59.0,6.85,6.89,4.24
7929,0.39,Ideal,G,VVS2,62.0,54.5,4.67,4.7,2.91
7930,1.2,Premium,E,VVS2,62.3,59.0,6.83,6.79,4.24
7931,0.33,Ideal,G,IF,61.0,55.0,4.49,4.52,2.75
7932,0.31,Premium,F,VVS1,62.4,60.0,4.31,4.28,2.68
7933,0.27,Very Good,G,VS1,58.8,57.0,4.25,4.36,2.53
7934,0.32,Ideal,I,VS2,61.6,56.0,4.39,4.37,2.7
7935,0.82,Very Good,I,SI1,62.3,58.0,5.94,6.0,3.72
7936,1.01,Premium,G,SI1,62.5,60.0,6.34,6.39,3.98
7937,1.01,Premium,H,SI1,61.2,58.0,6.47,6.43,3.95
7938,1.22,Ideal,H,SI2,62.3,55.3,6.8,6.87,4.26
7939,0.32,Ideal,D,SI2,61.7,55.0,4.4,4.38,2.71
7940,0.62,Ideal,H,VS2,62.8,57.0,5.43,5.4,3.4
7941,2.14,Ideal,H,SI2,61.9,57.0,8.34,8.28,5.14
7942,1.06,Premium,E,SI2,60.0,59.0,6.64,6.59,3.97
7943,0.3,Premium,H,VVS2,62.4,58.0,4.3,4.26,2.67
7944,2.0,Very Good,J,VS2,61.9,60.0,7.95,8.04,4.95
7945,1.02,Ideal,H,SI2,59.8,58.0,6.55,6.59,3.93
7946,0.5,Very Good,E,SI1,63.3,57.0,5.01,4.94,3.15
7947,0.31,Good,E,SI1,63.5,55.0,4.31,4.35,2.75
7948,0.38,Ideal,F,SI1,62.5,53.7,4.64,4.66,2.91
7949,0.52,Very Good,D,VS2,60.0,57.0,5.22,5.25,3.14
7950,0.41,Very Good,D,SI1,63.0,56.0,4.75,4.8,3.01
7951,0.7,Ideal,F,SI1,61.8,53.0,5.7,5.75,3.54
7952,0.52,Ideal,D,VS2,62.2,56.0,5.13,5.16,3.2
7953,0.63,Ideal,H,VS1,61.2,57.0,5.5,5.55,3.37
7954,0.52,Premium,F,VS2,60.7,59.0,5.18,5.14,3.13
7955,0.7,Very Good,G,SI2,63.3,57.0,5.61,5.51,3.52
7956,0.51,Ideal,E,VS2,62.6,55.0,5.08,5.11,3.19
7957,1.24,Premium,H,VS1,61.2,59.0,6.91,6.94,4.24
7958,0.3,Premium,E,VS2,61.7,58.0,4.32,4.34,2.67
7959,1.57,Premium,I,VS2,60.8,59.0,7.5,7.47,4.55
7960,0.5,Very Good,G,SI1,60.8,63.0,5.08,5.11,3.1
7961,1.72,Very Good,E,SI2,61.0,57.0,7.67,7.76,4.71
7962,0.31,Premium,H,IF,61.7,58.0,4.36,4.33,2.68
7963,0.73,Good,E,VS1,63.7,59.0,5.67,5.69,3.62
7964,1.04,Premium,G,SI2,60.3,62.0,6.56,6.5,3.94
7965,1.17,Premium,F,SI2,62.5,57.0,6.8,6.71,4.22
7966,0.52,Ideal,H,SI2,61.0,55.0,5.19,5.23,3.18
7967,0.33,Ideal,G,IF,60.9,57.0,4.45,4.48,2.72
7968,0.31,Good,G,SI2,63.3,54.0,4.29,4.34,2.73
7969,1.9,Fair,H,SI2,67.1,64.0,7.57,7.52,5.06
7970,1.51,Fair,F,SI2,65.4,56.0,7.2,7.08,4.67
7971,1.59,Ideal,H,VS1,61.8,57.0,7.49,7.42,4.61
7972,0.5,Good,F,VS2,63.6,58.0,5.05,5.02,3.2
7973,0.33,Very Good,H,IF,60.3,59.0,4.47,4.49,2.7
7974,2.03,Premium,I,SI1,59.9,58.0,8.23,8.21,4.92
7975,0.4,Ideal,E,SI1,60.6,56.0,4.77,4.78,2.9
7976,0.79,Ideal,G,SI1,61.8,56.0,5.93,5.91,3.66
7977,0.31,Ideal,H,VS1,61.1,57.0,4.35,4.39,2.67
7978,2.32,Very Good,I,SI1,63.2,59.0,8.55,8.44,5.37
7979,0.56,Ideal,D,VS2,62.2,56.0,5.24,5.28,3.27
7980,0.4,Premium,D,VVS2,60.7,60.0,4.74,4.78,2.89
7981,1.09,Ideal,F,SI1,62.0,56.0,6.56,6.61,4.08
7982,1.52,Ideal,J,VS1,62.8,54.3,7.32,7.35,4.61
7983,0.72,Ideal,H,SI2,60.9,56.0,5.87,5.78,3.55
7984,0.91,Fair,H,SI1,65.3,62.0,6.11,6.01,3.96
7985,0.39,Very Good,G,SI1,62.5,55.0,4.68,4.7,2.93
7986,0.4,Ideal,E,VVS2,62.5,54.0,4.73,4.77,2.97
7987,0.9,Ideal,G,VS2,62.6,57.0,6.14,6.2,3.86
7988,0.3,Premium,H,VS2,61.1,61.0,4.33,4.31,2.64
7989,0.55,Premium,F,VS2,62.5,58.0,5.25,5.22,3.27
7990,1.61,Premium,H,VS1,62.5,58.0,7.57,7.46,4.7
7991,0.7,Very Good,F,VS1,62.8,56.0,5.64,5.66,3.55
7992,0.3,Ideal,E,SI2,60.9,59.0,4.29,4.32,2.62
7993,1.7,Premium,I,SI1,59.7,60.0,7.77,7.72,4.62
7994,0.9,Very Good,I,SI2,63.5,56.0,6.17,6.07,3.88
7995,0.9,Fair,F,SI2,64.6,56.0,6.01,6.07,3.9
7996,2.06,Premium,I,SI1,61.0,58.0,8.24,8.19,5.01
7997,0.71,Premium,E,SI1,60.8,60.0,5.75,5.69,3.48
7998,0.93,Very Good,F,SI2,63.5,58.0,6.14,6.05,3.87
7999,0.91,Ideal,F,VS2,62.8,57.0,6.18,6.2,3.89
8000,0.27,Ideal,E,VVS1,61.7,57.0,4.14,4.16,2.56
8001,1.51,Premium,H,SI2,62.3,62.0,7.32,7.21,4.51
8002,0.38,Ideal,I,VS1,62.4,54.4,4.62,4.66,2.9
8003,1.51,Premium,F,VS2,61.8,56.0,7.39,7.28,4.53
8004,0.4,Premium,G,SI1,61.6,59.0,4.72,4.66,2.89
8005,0.46,Very Good,D,VVS1,61.6,59.0,4.92,4.97,3.05
8006,0.32,Premium,F,VS2,60.6,59.0,4.4,4.44,2.68
8007,0.73,Very Good,D,SI1,60.2,56.0,5.83,5.87,3.52
8008,0.39,Premium,G,VS1,62.6,58.0,4.66,4.7,2.93
8009,0.9,Ideal,D,SI1,62.6,55.0,6.1,6.16,3.84
8010,0.41,Ideal,D,VS2,62.2,54.0,4.77,4.81,2.98
8011,0.71,Ideal,D,VS2,62.5,55.0,5.74,5.71,3.58
8012,0.78,Ideal,G,VS2,61.1,56.0,5.89,5.96,3.62
8013,0.7,Ideal,J,SI1,62.3,57.0,5.69,5.71,3.55
8014,0.72,Ideal,H,SI2,60.8,56.0,5.79,5.83,3.53
8015,0.51,Good,D,VS2,64.2,58.0,5.01,5.06,3.23
8016,0.39,Very Good,J,VS2,63.3,56.0,4.63,4.6,2.92
8017,0.32,Ideal,F,VVS1,61.4,56.0,4.42,4.38,2.7
8018,1.53,Premium,F,SI2,62.7,60.0,7.34,7.28,4.58
8019,1.64,Premium,F,SI1,61.3,58.0,7.65,7.59,4.67
8020,0.43,Very Good,D,SI1,61.0,57.0,4.85,4.88,2.97
8021,0.44,Premium,J,VS1,61.9,57.0,4.9,4.83,3.01
8022,0.51,Ideal,D,VS2,62.7,55.0,5.09,5.12,3.2
8023,0.7,Premium,G,I1,62.3,56.0,5.66,5.61,3.51
8024,1.51,Premium,I,VS2,60.9,60.0,7.46,7.33,4.5
8025,0.9,Very Good,I,SI1,63.5,59.0,6.1,6.05,3.86
8026,1.5,Very Good,J,VS2,62.4,60.0,7.21,7.32,4.53
8027,0.43,Very Good,D,SI2,63.4,57.0,4.81,4.78,3.04
8028,1.2,Very Good,I,SI1,63.1,59.0,6.7,6.67,4.22
8029,1.7,Good,H,VS2,62.5,59.0,7.48,7.58,4.71
8030,0.36,Ideal,D,VS1,61.7,55.0,4.58,4.62,2.84
8031,0.9,Premium,G,SI2,61.3,55.0,6.18,6.12,3.77
8032,0.9,Premium,F,SI2,61.5,59.0,6.23,6.2,3.82
8033,0.56,Ideal,F,VS1,62.7,56.0,5.25,5.3,3.31
8034,1.17,Ideal,G,SI2,62.6,55.0,6.74,6.78,4.23
8035,0.9,Premium,E,SI1,60.8,59.0,6.24,6.19,3.78
8036,0.43,Ideal,H,VS2,60.7,55.0,4.96,4.89,2.99
8037,1.03,Very Good,G,SI1,63.1,58.0,6.41,6.37,4.03
8038,0.33,Very Good,H,VS2,62.0,59.0,4.4,4.44,2.74
8039,0.4,Ideal,E,SI1,60.5,57.0,4.81,4.77,2.9
8040,1.54,Premium,G,VS1,61.9,59.0,7.34,7.37,4.55
8041,0.91,Good,F,VS1,63.1,59.0,6.14,6.19,3.89
8042,1.07,Ideal,G,VS1,62.1,57.0,6.48,6.57,4.05
8043,0.28,Ideal,F,VVS2,61.8,56.0,4.18,4.22,2.6
8044,1.56,Premium,J,VS1,61.1,59.0,7.52,7.49,4.58
8045,0.32,Ideal,I,VS2,62.2,57.0,4.39,4.42,2.74
8046,0.31,Premium,F,VVS1,59.2,62.0,4.41,4.34,2.59
8047,0.61,Good,G,VS2,61.2,62.8,5.38,5.42,3.3
8048,0.71,Premium,E,SI1,62.2,58.0,5.74,5.67,3.55
8049,0.57,Very Good,E,VVS2,59.6,58.0,5.39,5.41,3.22
8050,1.54,Premium,E,VS2,62.3,58.0,7.31,7.39,4.58
8051,0.9,Very Good,G,SI2,62.4,55.0,6.13,6.17,3.84
8052,0.9,Very Good,F,SI1,62.8,56.0,6.11,6.15,3.85
8053,1.0,Good,E,VVS2,65.3,56.0,6.19,6.24,4.06
8054,1.41,Premium,H,VS2,62.0,58.0,7.19,7.12,4.44
8055,1.1,Ideal,H,VVS2,59.7,58.0,6.76,6.7,4.01
8056,0.34,Premium,E,SI1,59.6,57.0,4.61,4.52,2.72
8057,0.61,Ideal,F,VS2,62.4,55.0,5.42,5.45,3.39
8058,0.48,Good,D,VS1,59.3,58.0,5.09,5.13,3.03
8059,0.32,Ideal,F,SI1,61.9,55.0,4.38,4.41,2.72
8060,0.9,Very Good,I,VS2,61.6,57.0,6.13,6.17,3.79
8061,0.3,Ideal,F,VS2,62.1,55.0,4.26,4.31,2.66
8062,1.02,Ideal,G,VS1,62.8,55.0,6.45,6.41,4.04
8063,0.7,Very Good,F,VVS1,59.3,62.0,5.74,5.77,3.41
8064,0.5,Premium,D,SI1,62.3,58.0,5.07,5.04,3.15
8065,1.01,Premium,E,SI2,60.6,58.0,6.47,6.53,3.94
8066,1.46,Fair,G,SI2,64.6,54.0,7.11,7.03,4.57
8067,0.31,Ideal,G,IF,61.2,56.0,4.36,4.4,2.68
8068,0.41,Ideal,E,VVS2,61.0,56.0,4.79,4.82,2.93
8069,0.42,Premium,G,VVS1,62.7,58.0,4.79,4.74,2.99
8070,0.37,Ideal,G,SI1,62.0,55.0,4.62,4.64,2.87
8071,1.5,Premium,H,VS2,61.8,59.0,7.3,7.35,4.53
8072,0.3,Ideal,I,SI2,62.0,55.0,4.32,4.33,2.68
8073,0.7,Very Good,E,SI1,61.7,62.0,5.64,5.68,3.49
8074,0.3,Ideal,E,VVS2,61.7,55.0,4.31,4.28,2.65
8075,0.7,Very Good,E,SI1,59.9,63.0,5.76,5.7,3.43
8076,0.4,Ideal,D,SI1,62.1,56.0,4.74,4.7,2.93
8077,1.01,Premium,I,SI2,61.6,59.0,6.4,6.35,3.93
8078,0.29,Ideal,D,VS1,61.7,57.0,4.23,4.26,2.62
8079,0.57,Ideal,H,VS1,61.7,54.0,5.33,5.36,3.3
8080,1.04,Ideal,H,SI2,61.7,55.0,6.49,6.53,4.02
8081,1.0,Very Good,E,SI2,63.0,54.0,6.33,6.37,4.0
8082,0.57,Ideal,E,VS1,61.4,57.0,5.32,5.37,3.28
8083,0.51,Ideal,G,VS1,61.0,55.0,5.11,5.21,3.15
8084,1.12,Very Good,I,SI1,61.7,58.1,6.6,6.66,4.09
8085,1.0,Fair,G,VVS2,66.9,55.0,6.2,6.17,4.14
8086,1.16,Premium,G,SI1,62.5,58.0,6.73,6.68,4.19
8087,1.71,Premium,G,SI2,60.9,58.0,7.72,7.68,4.69
8088,0.91,Premium,F,SI2,60.5,59.0,6.21,6.19,3.75
8089,1.05,Very Good,E,SI2,62.2,59.0,6.44,6.51,4.03
8090,0.72,Very Good,F,VS2,63.6,58.0,5.66,5.69,3.61
8091,0.31,Very Good,E,VVS1,61.2,58.0,4.35,4.38,2.67
8092,0.33,Ideal,H,VVS2,61.9,55.0,4.47,4.45,2.76
8093,1.38,Premium,J,VS2,60.2,59.0,7.29,7.19,4.36
8094,0.75,Good,D,SI2,57.6,56.0,5.98,6.07,3.47
8095,1.16,Ideal,H,SI2,61.9,56.0,6.73,6.77,4.18
8096,0.32,Good,E,SI1,62.5,61.0,4.32,4.35,2.71
8097,0.31,Ideal,G,IF,61.4,55.0,4.35,4.38,2.68
8098,0.71,Very Good,G,SI1,62.1,58.0,5.68,5.72,3.54
8099,0.33,Ideal,D,VS2,61.8,54.0,4.43,4.47,2.75
8100,0.53,Premium,I,VS1,62.3,58.0,5.26,5.18,3.25
8101,1.0,Ideal,G,VS2,62.6,57.0,6.47,6.4,4.03
8102,1.04,Ideal,G,SI2,61.9,58.0,6.47,6.51,4.02
8103,1.01,Premium,E,SI2,60.0,61.0,6.53,6.47,3.9
8104,0.3,Very Good,H,SI1,62.6,58.0,4.22,4.28,2.66
8105,0.27,Ideal,I,VS1,62.1,54.0,4.16,4.18,2.59
8106,1.51,Premium,J,VVS2,62.6,59.0,7.31,7.33,4.58
8107,0.65,Very Good,G,SI1,62.0,58.0,5.5,5.58,3.43
8108,0.4,Ideal,H,SI1,61.8,57.0,4.75,4.77,2.94
8109,0.41,Good,D,SI1,63.8,56.0,4.72,4.68,3.0
8110,0.42,Ideal,G,VVS1,61.9,56.0,4.8,4.85,2.98
8111,0.43,Ideal,H,VS1,61.2,56.0,4.87,4.9,2.99
8112,1.51,Very Good,I,VS2,60.4,58.0,7.36,7.42,4.46
8113,0.29,Ideal,H,VS1,61.8,57.0,4.27,4.31,2.64
8114,0.8,Good,G,SI1,63.9,57.0,5.84,5.81,3.72
8115,0.33,Premium,E,VS2,61.5,59.0,4.46,4.42,2.73
8116,1.2,Premium,F,SI2,62.8,57.0,6.78,6.73,4.24
8117,0.9,Good,H,SI1,66.1,57.0,5.94,5.99,3.94
8118,0.67,Premium,G,VS2,61.0,61.0,5.66,5.61,3.44
8119,0.35,Premium,E,SI1,59.7,60.0,4.58,4.53,2.72
8120,0.31,Very Good,G,VVS2,62.1,56.0,4.27,4.33,2.67
8121,0.62,Ideal,D,VS1,61.9,57.0,5.47,5.55,3.41
8122,0.26,Very Good,G,VVS1,61.2,56.0,4.1,4.13,2.52
8123,1.12,Premium,J,SI1,62.7,55.0,6.65,6.61,4.16
8124,0.51,Ideal,G,VVS2,61.8,56.0,5.16,5.1,3.17
8125,0.34,Premium,G,VS2,60.2,58.0,4.51,4.56,2.73
8126,0.5,Ideal,E,SI1,61.9,60.0,5.06,5.09,3.14
8127,0.7,Ideal,J,SI2,61.6,57.0,5.73,5.69,3.52
8128,2.11,Premium,G,SI1,61.6,59.0,8.24,8.19,5.06
8129,1.01,Premium,F,SI2,62.7,58.0,6.38,6.32,3.98
8130,0.4,Very Good,F,VVS1,61.9,57.0,4.69,4.71,2.91
8131,1.51,Good,I,VVS1,64.0,60.0,7.21,7.26,4.63
8132,0.41,Ideal,E,VS2,62.0,56.0,4.72,4.79,2.95
8133,0.54,Ideal,G,SI2,61.8,54.0,5.23,5.25,3.24
8134,1.53,Premium,G,VS1,61.0,60.0,7.4,7.43,4.52
8135,0.32,Premium,H,SI2,60.4,59.0,4.42,4.39,2.66
8136,1.01,Very Good,G,VS1,63.1,59.0,6.32,6.23,3.96
8137,0.72,Very Good,E,VS2,58.3,57.0,5.89,5.94,3.45
8138,0.43,Ideal,F,VVS1,62.0,57.0,4.81,4.84,2.99
8139,0.54,Ideal,H,VS1,60.9,55.0,5.28,5.3,3.22
8140,0.35,Premium,E,VS2,60.4,60.0,4.52,4.55,2.74
8141,0.4,Very Good,D,SI2,62.8,56.0,4.7,4.73,2.96
8142,1.2,Very Good,I,SI1,62.4,59.0,6.73,6.79,4.22
8143,0.71,Ideal,I,SI1,62.3,53.0,5.69,5.82,3.56
8144,0.37,Very Good,G,VVS2,59.1,60.0,4.69,4.71,2.78
8145,0.42,Ideal,G,VS2,62.1,56.0,4.84,4.79,2.99
8146,0.3,Good,F,SI1,57.2,62.0,4.45,4.39,2.53
8147,1.23,Very Good,J,VVS2,61.2,57.0,6.86,6.92,4.22
8148,0.8,Ideal,I,VS2,62.1,54.4,5.94,5.99,3.7
8149,0.64,Ideal,G,SI2,62.2,53.0,5.54,5.56,3.45
8150,2.01,Ideal,I,SI1,62.2,56.0,8.12,8.06,5.03
8151,0.38,Premium,F,VVS1,61.6,58.0,4.66,4.63,2.86
8152,1.0,Very Good,E,SI1,63.3,57.0,6.3,6.36,4.01
8153,0.41,Very Good,D,VS1,62.3,59.0,4.72,4.79,2.96
8154,0.33,Premium,G,VS1,61.6,57.0,4.51,4.42,2.75
8155,1.0,Fair,G,I1,66.4,59.0,6.16,6.09,4.07
8156,0.33,Premium,H,VS1,62.1,59.0,4.43,4.46,2.76
8157,0.56,Ideal,E,VS1,61.3,55.0,5.29,5.32,3.25
8158,0.32,Premium,H,VS1,60.6,60.0,4.4,4.44,2.68
8159,0.41,Premium,F,VVS2,61.6,59.0,4.73,4.79,2.93
8160,1.55,Ideal,I,VS2,61.8,55.0,7.4,7.44,4.58
8161,0.41,Ideal,E,VVS1,61.3,55.0,4.76,4.8,2.93
8162,0.71,Ideal,G,SI2,61.5,55.0,5.74,5.78,3.54
8163,0.71,Very Good,E,VS1,63.2,60.0,5.63,5.6,3.55
8164,1.01,Premium,G,SI2,60.1,59.0,6.55,6.46,3.91
8165,1.22,Ideal,F,VS2,61.5,57.0,6.87,6.91,4.24
8166,1.0,Premium,F,SI1,60.5,56.0,6.48,6.45,3.91
8167,1.05,Premium,G,SI1,60.3,57.0,6.64,6.59,3.99
8168,1.7,Ideal,G,VS1,62.5,57.0,7.61,7.57,4.74
8169,0.47,Fair,G,SI1,58.4,60.0,5.16,5.12,3.0
8170,0.32,Ideal,J,VS2,62.1,54.0,4.38,4.44,2.74
8171,0.72,Ideal,E,SI1,60.3,55.0,5.85,5.89,3.54
8172,1.55,Very Good,E,SI2,59.5,56.0,7.56,7.59,4.51
8173,0.53,Ideal,E,VS2,61.4,56.0,5.24,5.21,3.21
8174,0.79,Ideal,E,SI1,62.1,54.0,5.96,5.92,3.69
8175,1.3,Ideal,E,IF,62.3,54.0,6.97,7.03,4.36
8176,1.21,Ideal,G,VS1,62.6,56.0,6.77,6.81,4.25
8177,0.72,Very Good,D,VS1,64.1,57.0,5.68,5.71,3.65
8178,1.72,Premium,H,SI1,62.4,62.0,7.63,7.52,4.73
8179,1.5,Very Good,I,VS2,60.1,60.0,7.38,7.35,4.43
8180,1.05,Ideal,D,VS1,60.5,57.0,6.61,6.58,3.99
8181,1.27,Ideal,I,VS2,62.6,57.0,6.92,6.88,4.32
8182,0.4,Ideal,E,VS1,62.0,54.0,4.77,4.74,2.95
8183,0.32,Ideal,E,IF,61.9,56.0,4.4,4.42,2.73
8184,0.53,Ideal,D,VS2,62.1,55.0,5.17,5.2,3.22
8185,0.74,Very Good,G,VVS2,61.3,56.0,5.85,5.9,3.6
8186,0.36,Premium,F,SI1,61.1,59.0,4.55,4.59,2.79
8187,1.01,Good,E,SI1,64.5,56.0,6.24,6.29,4.04
8188,1.62,Ideal,E,VS2,61.4,57.0,7.54,7.58,4.64
8189,1.05,Premium,I,I1,61.8,56.0,6.53,6.48,4.02
8190,0.76,Very Good,I,VS1,59.8,61.0,5.92,5.96,3.55
8191,0.57,Ideal,E,VS2,60.4,57.0,5.36,5.4,3.25
8192,0.5,Good,H,VS2,56.3,65.0,5.21,5.24,2.94
8193,1.01,Ideal,F,SI1,62.0,56.0,6.44,6.39,3.98
8194,1.65,Ideal,E,SI2,58.7,56.0,7.76,7.73,4.55
8195,0.74,Ideal,G,VS1,60.9,55.0,5.84,5.91,3.58
8196,0.32,Very Good,I,SI2,63.4,56.0,4.37,4.34,2.76
8197,1.02,Premium,E,SI1,62.8,58.0,6.45,6.39,4.03
8198,1.01,Very Good,E,VVS2,61.7,60.0,6.32,6.35,3.91
8199,1.31,Ideal,E,VS1,61.7,55.0,7.11,7.05,4.37
8200,0.3,Very Good,I,VS1,63.3,59.0,4.23,4.2,2.67
8201,0.72,Fair,H,SI2,65.9,57.0,5.6,5.54,3.67
8202,0.37,Ideal,G,SI1,61.4,55.0,4.63,4.68,2.86
8203,0.64,Ideal,F,VS2,62.3,56.0,5.53,5.49,3.43
8204,0.77,Premium,E,SI2,58.2,60.0,6.01,5.95,3.48
8205,0.29,Very Good,G,VS1,62.1,59.0,4.22,4.25,2.63
8206,1.03,Ideal,E,VS1,59.5,57.0,6.6,6.62,3.93
8207,1.53,Very Good,I,SI1,63.1,57.0,7.34,7.28,4.61
8208,1.56,Very Good,H,VS1,63.9,57.0,7.3,7.37,4.69
8209,1.5,Ideal,D,SI1,60.3,57.0,7.37,7.4,4.45
8210,0.53,Premium,G,VS2,62.0,58.0,5.21,5.18,3.22
8211,0.31,Very Good,I,SI1,62.8,60.0,4.29,4.31,2.7
8212,0.55,Ideal,G,VS1,60.9,55.0,5.34,5.37,3.26
8213,0.52,Ideal,E,VS2,61.3,56.0,5.17,5.21,3.18
8214,1.11,Premium,F,VS1,59.4,58.0,6.81,6.75,4.03
8215,0.71,Premium,F,SI2,62.1,60.0,5.7,5.66,3.53
8216,0.85,Fair,G,VS1,57.7,67.0,6.26,6.19,3.59
8217,0.33,Ideal,H,VS1,61.5,56.0,4.44,4.47,2.74
8218,0.71,Ideal,F,SI1,60.9,56.0,5.79,5.81,3.53
8219,0.39,Premium,G,VS1,62.6,58.0,4.7,4.66,2.93
8220,0.3,Ideal,H,VVS2,62.1,54.0,4.32,4.35,2.69
8221,0.57,Very Good,E,VS1,59.1,57.0,5.43,5.5,3.23
8222,0.62,Very Good,E,VS1,60.1,56.0,5.56,5.58,3.35
8223,0.32,Ideal,G,VVS2,62.4,56.0,4.42,4.4,2.75
8224,0.7,Very Good,F,VS2,58.9,57.0,5.79,5.85,3.43
8225,0.54,Ideal,E,SI1,61.5,56.0,5.31,5.26,3.25
8226,0.47,Very Good,D,VS1,60.0,59.0,5.07,5.09,3.06
8227,0.25,Ideal,E,VVS1,61.2,57.0,4.12,4.08,2.51
8228,0.31,Very Good,G,VS2,62.9,57.0,4.31,4.34,2.72
8229,0.71,Ideal,E,VS2,61.7,56.0,5.73,5.75,3.54
8230,2.11,Premium,D,SI2,58.7,60.0,8.45,8.41,4.95
8231,0.31,Ideal,E,SI1,61.1,55.0,4.36,4.41,2.68
8232,1.62,Premium,D,SI2,61.2,61.0,7.6,7.53,4.63
8233,0.36,Ideal,G,VVS2,61.5,55.0,4.58,4.62,2.83
8234,0.32,Ideal,D,SI1,62.5,54.0,4.41,4.39,2.75
8235,0.41,Ideal,E,VVS2,62.0,56.0,4.76,4.72,2.94
8236,1.38,Fair,G,SI2,61.2,59.0,7.19,7.13,4.38
8237,0.31,Ideal,H,VS1,61.1,57.0,4.39,4.35,2.67
8238,0.6,Premium,D,SI1,60.4,60.0,5.48,5.44,3.3
8239,0.53,Good,E,SI2,63.2,54.0,5.16,5.19,3.27
8240,1.02,Premium,E,SI2,62.9,56.0,6.43,6.36,4.02
8241,1.0,Good,E,SI2,64.3,58.0,6.18,6.11,3.95
8242,0.43,Ideal,F,VS1,61.9,56.0,4.84,4.85,3.0
8243,0.9,Fair,G,I1,66.0,58.0,5.96,5.88,3.91
8244,0.3,Ideal,G,SI1,60.6,57.0,4.34,4.37,2.63
8245,0.23,Very Good,E,VVS1,61.7,59.0,3.97,4.0,2.46
8246,0.91,Fair,H,SI2,64.4,57.0,6.11,6.09,3.93
8247,0.39,Good,G,VVS2,63.4,57.0,4.62,4.65,2.94
8248,1.02,Premium,J,SI2,62.6,60.0,6.42,6.39,4.01
8249,0.26,Ideal,G,SI1,62.0,54.0,4.08,4.11,2.54
8250,0.24,Very Good,I,VVS1,62.3,57.0,3.95,3.98,2.47
8251,0.28,Ideal,I,VS1,62.4,54.0,4.18,4.19,2.61
8252,0.75,Ideal,E,VS1,62.0,55.0,5.83,5.88,3.66
8253,0.32,Ideal,G,IF,62.3,54.0,4.39,4.4,2.74
8254,1.01,Good,D,VS2,64.2,60.0,6.32,6.35,4.07
8255,1.08,Ideal,H,SI2,61.0,57.0,6.64,6.6,4.04
8256,0.83,Very Good,E,SI1,63.8,54.0,5.96,6.04,3.83
8257,0.5,Very Good,E,SI1,62.7,55.0,5.06,5.09,3.18
8258,0.42,Good,D,SI1,63.3,58.0,4.73,4.75,3.0
8259,0.32,Ideal,G,VVS2,61.6,56.0,4.42,4.44,2.73
8260,0.38,Ideal,D,VS1,62.4,56.0,4.64,4.68,2.91
8261,0.66,Ideal,E,SI1,62.8,57.0,5.58,5.53,3.49
8262,0.33,Premium,H,VS1,61.0,59.0,4.5,4.45,2.73
8263,0.32,Very Good,H,VS2,63.0,57.0,4.35,4.38,2.75
8264,0.35,Premium,G,IF,62.2,58.0,4.52,4.45,2.79
8265,0.5,Good,D,SI1,62.9,59.0,4.94,5.01,3.13
8266,1.5,Premium,H,VS1,62.1,59.0,7.31,7.27,4.53
8267,1.01,Premium,H,VS2,61.3,58.0,6.46,6.49,3.97
8268,0.83,Ideal,F,SI2,59.5,57.0,6.13,6.1,3.64
8269,0.6,Ideal,I,SI2,61.8,55.0,5.44,5.46,3.37
8270,0.24,Very Good,H,VVS2,61.9,57.0,3.97,4.01,2.47
8271,0.35,Premium,I,SI1,62.5,58.0,4.53,4.49,2.82
8272,0.58,Ideal,F,VS2,60.2,57.0,5.43,5.48,3.28
8273,1.57,Ideal,I,SI1,61.9,55.0,7.38,7.44,4.59
8274,0.7,Good,H,SI1,63.3,60.0,5.57,5.65,3.55
8275,1.42,Very Good,G,VVS2,62.6,60.0,7.14,7.17,4.48
8276,0.34,Very Good,E,VS1,62.3,53.0,4.47,4.52,2.8
8277,1.01,Ideal,I,SI1,61.2,56.0,6.48,6.51,3.97
8278,1.0,Very Good,H,VS2,63.3,53.0,6.42,6.37,4.05
8279,1.22,Good,H,SI2,63.5,56.0,6.84,6.77,4.32
8280,0.74,Premium,D,SI1,59.5,60.0,5.95,5.88,3.52
8281,1.12,Premium,F,SI2,62.4,59.0,6.6,6.54,4.1
8282,1.01,Very Good,E,SI1,58.2,59.0,6.54,6.59,3.82
8283,0.33,Ideal,J,VS1,62.1,55.0,4.41,4.44,2.75
8284,0.32,Very Good,G,VVS2,62.0,55.0,4.39,4.42,2.73
8285,0.43,Premium,D,SI1,61.1,59.0,4.83,4.89,2.97
8286,1.01,Ideal,G,VS1,61.5,56.0,6.48,6.43,3.97
8287,0.32,Ideal,F,IF,61.3,57.0,4.4,4.44,2.71
8288,0.31,Premium,F,VS2,61.8,59.0,4.31,4.33,2.67
